PolicyIdentifier;ProductName;InitialCharge;AccountName;Currency;IssueDate;NBDate;InvestmentDate;DeferralPeriod;Duration;AnnuityCommencementDate;PremiumPaymentMode;Premium;AmountInvested;WithdrawalMode;ConversionRate;InvestmentProtection;BenefitIncreaseFactor;WithdrawalModeDiscount;Guarantee;AccumulatedWithdrawalAmount;PerformanceBonusAmount;AccountValueBeforeBefore;AccountValueAfterBefore;AccountValue;BaseCapital;FundUnitsBeforeBefore;FundUnitsAfterBefore;FundUnits;NavDate;Nav
195002365;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;0;228;20140101;Single;151515.0;143939.25;monthly;0.05263158;1.0109;1.0;0.0;8061.6;13436.0;0.0;127776.01;127104.21;126946.35;139734.4;1203.6173;1197.2891;1195.8021;20150901;106.16
195002366;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;0;240;20140101;Single;120000.0;114000.0;monthly;0.05;1.0138;1.0;0.0;6082.8;10138.0;0.0;101677.17;101170.27;101045.47;111518.0;957.7729;952.998;951.8224;20150901;106.16
195002368;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140301;20140301;20140301;60;228;20190301;Single;100000.0;95000.0;monthly;0.071428575;1.023;1.0;0.0;7306.8;0.0;0.0;91190.33;91190.33;91073.26;102295.2;858.9895;858.9895;857.8868;20150901;106.16
195002370;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;0;228;20140201;Single;110450.0;107136.5;monthly;0.05263158;1.0109;1.0210527;0.0;6000.0;9500.0;0.0;95931.47;95431.47;95313.09;104500.0;903.6499;898.94;897.8249;20150901;106.16
195002371;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;48;228;20180101;Single;91293.0;86728.35;monthly;0.06666667;1.0205;1.0;0.0;6211.2;0.0;0.0;84383.9;84383.9;84276.96;93168.0;794.8747;794.8747;793.8674;20150901;106.16
195002372;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;0;240;20140101;Single;120013.0;114012.35;monthly;0.05;1.0137;1.0;0.0;6082.8;10138.1;0.0;101695.52;101188.61;101063.79;111529.9;957.9457;953.1708;951.995;20150901;106.16
195002373;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;0;228;20140101;Single;147830.0;140438.5;yearly;0.05263158;1.011;1.0;0.0;7866.1;7866.1;0.0;129208.02;129208.02;129048.36;141589.8;1217.1064;1217.1064;1215.6025;20150901;106.16
195002375;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;0;228;20140101;Single;100000.0;95000.0;monthly;0.05263158;1.011;1.0;0.0;5320.8;8868.0;0.0;84332.02;83888.62;83784.44;92227.2;794.386;790.2093;789.228;20150901;106.16
195002376;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;24;240;20160101;Single;100000.0;95000.0;yearly;0.055555556;1.0193;1.0;0.0;5662.7;0.0;0.0;92486.76;92486.76;92372.41;101928.6;871.2016;871.2016;870.1244;20150901;106.16
195002377;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;60;228;20190101;Single;116640.0;110808.0;monthly;0.071428575;1.0231;1.0;0.0;8523.6;0.0;0.0;107783.34;107783.34;107645.25;119330.4;1015.2914;1015.2914;1013.9907;20150901;106.16
195002378;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;60;276;20190101;Single;206900.0;196555.0;monthly;0.055555556;1.044;1.0;0.0;12000.0;0.0;0.0;191341.24;191341.24;191103.96;216000.0;1802.3855;1802.3855;1800.1503;20150901;106.16
195002379;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;0;240;20140101;Single;100000.0;95000.0;monthly;0.05;1.0138;1.0;0.0;5068.8;8448.0;0.0;84731.24;84308.84;84204.84;92928.0;798.1466;794.1677;793.188;20150901;106.16
195002380;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;0;300;20140101;Single;100000.0;95000.0;monthly;0.04;1.0275;1.0;0.0;4110.0;6850.0;0.0;86250.3;85907.79;85804.45;95900.0;812.4557;809.2294;808.2559;20150901;106.16
195002381;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;0;228;20140101;Single;20000.0;19000.0;quarterly;0.05263158;1.0108;1.0;0.0;1064.0;1596.0;0.0;16954.01;16954.01;16932.98;18620.0;159.7024;159.7024;159.5043;20150901;106.16
195002382;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;0;228;20140101;Single;45000.0;42750.0;monthly;0.05263158;1.0108;1.0;0.0;2394.0;3990.0;0.0;37949.96;37750.46;37703.57;41496.0;357.4789;355.5997;355.158;20150901;106.16
195002385;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;0;228;20140101;Single;200000.0;190000.0;monthly;0.05263158;1.011;1.0;0.0;10641.6;17736.0;0.0;168664.11;167777.31;167568.94;184454.4;1588.7727;1580.4193;1578.4565;20150901;106.16
195002387;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;60;300;20190101;Single;175500.0;171112.5;monthly;0.05;1.0549;1.0263158;0.0;9500.4;0.0;0.0;166619.59;166619.59;166415.33;190008.0;1569.5138;1569.5138;1567.5898;20150901;106.16
195002392;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;0;228;20140101;Single;129293.0;122828.35;monthly;0.05263158;1.011;1.0;0.0;6879.6;11466.0;0.0;109035.14;108461.85;108327.15;119246.4;1027.0831;1021.6828;1020.414;20150901;106.16
195002393;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;60;300;20190101;Single;100000.0;95000.0;yearly;0.05;1.055;1.0;0.0;5275.0;0.0;0.0;92505.53;92505.53;92392.12;105500.0;871.3784;871.3784;870.3101;20150901;106.16
195002394;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;0;228;20140101;Single;167535.0;159158.25;monthly;0.05263158;1.0109;1.0;0.0;8913.6;14856.0;0.0;141286.63;140543.83;140369.3;154502.4;1330.8839;1323.8869;1322.2428;20150901;106.16
195002396;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;0;300;20140101;Single;60606.0;57575.7;semi-annually;0.04;1.0275;1.0;0.0;2490.8;3736.2;0.0;52464.4;52464.4;52401.34;58533.8;494.2012;494.2012;493.6072;20150901;106.16
195002397;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;0;228;20140101;Single;59951.0;56953.45;monthly;0.05263158;1.0109;1.0;0.0;3189.6;5316.0;0.0;50558.36;50292.56;50230.09;55286.4;476.2468;473.743;473.1546;20150901;106.16
195002398;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;24;228;20160101;Single;20202.0;19191.9;yearly;0.05882353;1.0158;1.0;0.0;1207.1;0.0;0.0;18681.09;18681.09;18657.83;20520.7;175.9711;175.9711;175.752;20150901;106.16
195002399;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;36;228;20170101;Single;141430.0;134358.5;monthly;0.0625;1.0182;1.0;0.0;9000.0;0.0;0.0;130755.79;130755.79;130591.63;144000.0;1231.686;1231.686;1230.1397;20150901;106.16
195002400;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;0;240;20140101;Single;400000.0;380000.0;monthly;0.05;1.0138;1.0;0.0;20275.2;33792.0;0.0;338925.09;337235.49;336819.46;371712.0;3192.5875;3176.6719;3172.753;20150901;106.16
195002401;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;0;228;20140101;Single;40000.0;38000.0;quarterly;0.05263158;1.011;1.0;0.0;2128.4;3192.6;0.0;33907.39;33907.39;33865.33;37247.0;319.3989;319.3989;319.0027;20150901;106.16
195002402;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;0;228;20140201;Single;130000.0;123500.0;quarterly;0.05263158;1.011;1.0;0.0;6917.2;10375.8;0.0;110524.42;110524.42;110387.39;121051.0;1041.1117;1041.1117;1039.8209;20150901;106.16
195002404;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;60;240;20190101;Single;150000.0;142500.0;monthly;0.06666667;1.0274;1.0;0.0;10274.4;0.0;0.0;138643.66;138643.66;138467.79;154116.0;1305.9878;1305.9878;1304.3311;20150901;106.16
195002405;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;60;240;20190101;Single;217500.0;206625.0;monthly;0.06666667;1.0274;1.0;0.0;14898.0;0.0;0.0;201033.26;201033.26;200778.23;223470.0;1893.6818;1893.6818;1891.2795;20150901;106.16
195002406;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140301;20140301;20140301;0;300;20140301;Single;27000.0;25650.0;yearly;0.04;1.0275;1.0;0.0;1109.7;1109.7;0.0;23569.98;23569.98;23541.67;26632.8;222.0232;222.0232;221.7565;20150901;106.16
195002407;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140301;20140301;20140301;0;240;20140301;Single;56810.0;53969.5;monthly;0.05;1.0135;1.0;0.0;2878.8;4318.2;0.0;47906.19;47666.29;47607.44;53257.8;451.264;449.0042;448.4499;20150901;106.16
195002408;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;0;228;20140101;Single;100927.0;95880.65;monthly;0.05263158;1.0109;1.0;0.0;5370.0;8950.0;0.0;85114.02;84666.53;84561.38;93080.0;801.7523;797.537;796.5465;20150901;106.16
195002409;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;12;228;20150101;Single;120000.0;114000.0;monthly;0.055555556;1.0134;1.0;0.0;6756.0;4504.0;0.0;107111.54;106548.55;106416.23;117104.0;1008.9633;1003.66;1002.4136;20150901;106.16
195002411;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;12;300;20150201;Single;350000.0;332500.0;monthly;0.041666668;1.0329;1.0;0.0;15063.6;8787.1;0.0;317576.13;316320.83;315940.49;352739.3;2991.4858;2979.6612;2976.0785;20150901;106.16
195002412;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;36;228;20170101;Single;150000.0;142500.0;monthly;0.0625;1.0182;1.0;0.0;9546.0;0.0;0.0;138679.01;138679.01;138504.89;152736.0;1306.3207;1306.3207;1304.6806;20150901;106.16
195002413;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;0;240;20140101;Single;101010.0;95959.5;yearly;0.05;1.0138;1.0;0.0;5120.1;5120.1;0.0;88542.39;88542.39;88433.67;97281.9;834.0466;834.0466;833.0225;20150901;106.16
195002414;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;132;300;20250101;Single;20000.0;19000.0;yearly;0.071428575;1.055;1.0;0.0;1507.1;0.0;0.0;18479.2;18479.2;18455.41;21099.4;174.0693;174.0693;173.8452;20150901;106.16
195002415;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;60;300;20190101;Single;60606.0;57575.7;monthly;0.05;1.0549;1.0;0.0;3196.8;0.0;0.0;56063.92;56063.92;55995.21;63936.0;528.1078;528.1078;527.4605;20150901;106.16
195002416;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;24;228;20160201;Single;287470.0;273096.5;yearly;0.05882353;1.0158;1.0;0.0;17177.1;0.0;0.0;266687.71;266687.71;266355.86;292010.7;2512.1299;2512.1299;2509.004;20150901;106.16
195002417;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;0;228;20140101;Single;58297.0;55382.15;yearly;0.05263158;1.011;1.0;0.0;3102.0;3102.0;0.0;50954.17;50954.17;50891.2;55836.0;479.9752;479.9752;479.3821;20150901;106.16
195002418;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;36;240;20170201;Single;98500.0;93575.0;yearly;0.05882353;1.022;1.0;0.0;5921.5;0.0;0.0;91377.17;91377.17;91263.36;100665.5;860.7495;860.7495;859.6775;20150901;106.16
195002419;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;48;300;20180201;Single;620000.0;589000.0;monthly;0.04761905;1.0495;1.0;0.0;30985.2;0.0;0.0;575456.14;575456.14;574755.27;650689.2;5420.6494;5420.6494;5414.0474;20150901;106.16
195002421;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;60;240;20190201;Single;150000.0;142500.0;monthly;0.06666667;1.0274;1.0;0.0;10274.4;0.0;0.0;139095.11;139095.11;138918.73;154116.0;1310.2403;1310.2403;1308.5788;20150901;106.16
195002422;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;24;240;20160201;Single;150000.0;142500.0;monthly;0.055555556;1.0192;1.0;0.0;8493.6;0.0;0.0;139177.25;139177.25;139005.25;152884.8;1311.014;1311.014;1309.3938;20150901;106.16
195002424;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;0;300;20140201;Single;90909.0;86363.55;monthly;0.04;1.0273;1.0;0.0;3735.6;5914.7;0.0;78982.94;78671.64;78577.07;87475.3;743.9991;741.0667;740.1759;20150901;106.16
195002425;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140101;20140101;20140101;96;300;20220101;Single;30000.0;28500.0;yearly;0.05882353;1.055;1.0;0.0;1861.7;0.0;0.0;27738.11;27738.11;27703.4;31648.9;261.2859;261.2859;260.9589;20150901;106.16
195002426;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;0;228;20140201;Single;126263.0;119949.85;yearly;0.05263158;1.011;1.0;0.0;6718.5;6718.5;0.0;110490.6;110490.6;110354.09;120933.0;1040.7931;1040.7931;1039.5073;20150901;106.16
195002427;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;60;240;20190201;Single;201262.0;191198.9;monthly;0.06666667;1.0274;1.0;0.0;13785.6;0.0;0.0;186630.41;186630.41;186393.76;206784.0;1758.0106;1758.0106;1755.7815;20150901;106.16
195002428;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140301;20140301;20140301;24;300;20160301;Single;500000.0;475000.0;monthly;0.04347826;1.0385;1.0;0.0;22575.6;0.0;0.0;456561.25;456561.25;456010.21;519238.8;4300.69;4300.69;4295.4993;20150901;106.16
195002429;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140301;20140301;20140301;24;300;20160301;Single;500000.0;475000.0;monthly;0.04347826;1.0385;1.0;0.0;22575.6;0.0;0.0;456561.25;456561.25;456010.21;519238.8;4300.69;4300.69;4295.4993;20150901;106.16
195002431;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;48;288;20180201;Single;441517.0;419441.15;monthly;0.05;1.0446;1.0;0.0;23060.4;0.0;0.0;409750.31;409750.31;409248.75;461208.0;3859.7429;3859.7429;3855.0184;20150901;106.16
195002432;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;96;240;20220201;Single;120000.0;114000.0;yearly;0.083333336;1.0275;1.0;0.0;10275.0;0.0;0.0;111181.3;111181.3;111035.16;123300.0;1047.2994;1047.2994;1045.9228;20150901;106.16
195002433;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;120;240;20240201;Single;141414.0;134343.3;yearly;0.1;1.0275;1.0;0.0;14530.2;0.0;0.0;130909.94;130909.94;130731.8;145302.0;1233.1381;1233.1381;1231.4601;20150901;106.16
195002435;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;0;240;20140201;Single;50420.0;47899.0;yearly;0.05;1.0138;1.0;0.0;2555.7;2555.7;0.0;44254.83;44254.83;44200.5;48558.3;416.8692;416.8692;416.3574;20150901;106.16
195002436;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;60;300;20190201;Single;250000.0;237500.0;monthly;0.05;1.0549;1.0;0.0;13186.8;0.0;0.0;232006.84;232006.84;231722.53;263736.0;2185.445;2185.445;2182.7669;20150901;106.16
195002437;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140401;20140401;20140401;0;300;20140401;Single;300000.0;285000.0;monthly;0.04;1.0275;1.0;0.0;12330.0;17467.5;0.0;258573.0;257545.5;257235.67;290782.5;2435.6914;2426.0126;2423.0941;20150901;106.16
195002438;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140401;20140401;20140401;0;228;20140401;Single;282828.0;268686.6;monthly;0.05263158;1.011;1.0;0.0;15049.2;21319.7;0.0;239201.04;237946.94;237651.54;264615.1;2253.2125;2241.3992;2238.6166;20150901;106.16
195002439;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;60;228;20190201;Single;300000.0;291000.0;monthly;0.071428575;1.0231;1.0210527;0.0;22384.8;0.0;0.0;283982.18;283982.18;283618.56;313387.2;2675.0394;2675.0394;2671.6142;20150901;106.16
195002440;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;0;240;20140201;Single;76079.0;72275.05;monthly;0.05;1.0136;1.0;0.0;3855.6;6104.7;0.0;65004.46;64683.16;64603.45;71007.3;612.3254;609.2988;608.5479;20150901;106.16
195002441;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;36;228;20170201;Single;60000.0;57000.0;yearly;0.0625;1.0183;1.0;0.0;3818.6;0.0;0.0;55651.48;55651.48;55581.65;61097.6;524.2227;524.2227;523.5649;20150901;106.16
195002442;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;60;228;20190201;Single;50000.0;47500.0;yearly;0.071428575;1.0231;1.0;0.0;3653.9;0.0;0.0;46354.5;46354.5;46295.13;51154.6;436.6475;436.6475;436.0883;20150901;106.16
195002443;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;0;228;20140201;Single;58204.0;55293.8;quarterly;0.05263158;1.0109;1.0;0.0;3096.8;4645.2;0.0;49484.66;49484.66;49423.3;54194.0;466.1328;466.1328;465.5548;20150901;106.16
195002444;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;48;228;20180201;Single;352707.0;335071.65;monthly;0.06666667;1.0207;1.0;0.0;24000.0;0.0;0.0;327072.87;327072.87;326658.53;360000.0;3080.9426;3080.9426;3077.0397;20150901;106.16
195002445;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;120;228;20240201;Single;50000.0;47500.0;monthly;0.11111111;1.023;1.0;0.0;5683.2;0.0;0.0;46260.88;46260.88;46196.55;51148.8;435.7656;435.7656;435.1597;20150901;106.16
195002446;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;0;300;20140201;Single;26285.0;24970.75;yearly;0.04;1.0275;1.0;0.0;1080.3;1080.3;0.0;23333.31;23333.31;23305.33;25927.2;219.7938;219.7938;219.5302;20150901;106.16
195002447;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140301;20140301;20140301;0;228;20140301;Single;125000.0;118750.0;yearly;0.05263158;1.011;1.0;0.0;6651.3;6651.3;0.0;107568.64;107568.64;107435.48;119723.4;1013.269;1013.269;1012.0147;20150901;106.16
195002449;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;0;240;20140201;Single;44430.0;42208.5;yearly;0.05;1.0138;1.0;0.0;2252.1;2252.1;0.0;38997.4;38997.4;38949.52;42789.9;367.3455;367.3455;366.8945;20150901;106.16
195002450;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;24;240;20160201;Single;125000.0;118750.0;monthly;0.055555556;1.0192;1.0;0.0;7077.6;0.0;0.0;115981.08;115981.08;115837.75;127396.8;1092.5121;1092.5121;1091.1619;20150901;106.16
195002451;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140301;20140301;20140301;0;300;20140301;Single;330385.0;313865.75;monthly;0.04;1.0274;1.0;0.0;13578.0;20367.0;0.0;283086.5;281955.0;281615.6;319083.0;2666.6023;2655.9439;2652.7468;20150901;106.16
195002452;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;48;288;20180201;Single;300000.0;285000.0;monthly;0.05;1.0446;1.0;0.0;15668.4;0.0;0.0;278415.35;278415.35;278074.57;313368.0;2622.6013;2622.6013;2619.3912;20150901;106.16
195002453;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;60;300;20190201;Single;131344.0;124776.8;yearly;0.05;1.055;1.0;0.0;6928.3;0.0;0.0;121890.8;121890.8;121741.43;138566.0;1148.1801;1148.1801;1146.7731;20150901;106.16
195002454;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;0;240;20140201;Single;160000.0;152000.0;monthly;0.05;1.0137;1.0;0.0;8109.6;12840.2;0.0;136707.33;136031.52;135863.89;149351.8;1287.748;1281.3821;1279.803;20150901;106.16
195002455;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140801;20140801;20140801;192;300;20300801;Single;80000.0;76000.0;monthly;0.11111111;1.0549;1.0;0.0;9376.8;0.0;0.0;73781.68;73781.68;73678.31;84391.2;695.0045;695.0045;694.0308;20150901;106.16
195002456;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;0;228;20140201;Single;237432.0;225560.4;monthly;0.05263158;1.011;1.0;0.0;12633.6;20003.2;0.0;201967.69;200914.89;200665.65;220035.2;1902.4839;1892.5668;1890.219;20150901;106.16
195002457;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;60;228;20190201;Single;40000.0;38000.0;yearly;0.071428575;1.0231;1.0;0.0;2923.1;0.0;0.0;37083.57;37083.57;37036.09;40923.4;349.3177;349.3177;348.8705;20150901;106.16
195002458;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;48;228;20180201;Single;151515.0;143939.25;monthly;0.06666667;1.0206;1.0;0.0;10309.2;0.0;0.0;140503.21;140503.21;140325.23;154638.0;1323.5042;1323.5042;1321.8277;20150901;106.16
195002459;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;0;228;20140201;Single;101010.0;95959.5;monthly;0.05263158;1.0108;1.0;0.0;5373.6;8508.2;0.0;85924.11;85476.31;85370.28;93590.2;809.3831;805.1649;804.1662;20150901;106.16
195002460;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140301;20140301;20140301;60;300;20190301;Single;100000.0;95000.0;yearly;0.05;1.055;1.0;0.0;5275.0;0.0;0.0;91279.04;91279.04;91166.97;105500.0;859.8252;859.8252;858.7695;20150901;106.16
195002461;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;60;240;20190201;Single;200000.0;190000.0;monthly;0.06666667;1.0274;1.0;0.0;13699.2;0.0;0.0;185460.17;185460.17;185225.02;205488.0;1746.9873;1746.9873;1744.7722;20150901;106.16
195002462;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;60;252;20190201;Single;400000.0;380000.0;monthly;0.0625;1.033;1.0;0.0;25824.0;0.0;0.0;370992.89;370992.89;370526.43;413184.0;3494.658;3494.658;3490.264;20150901;106.16
195002463;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140301;20140301;20140301;0;252;20140301;Single;100000.0;95000.0;monthly;0.04761905;1.0163;1.0;0.0;4839.6;7259.4;0.0;84649.22;84245.92;84142.56;94372.2;797.374;793.575;792.6014;20150901;106.16
195002464;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140301;20140301;20140301;0;240;20140301;Single;100000.0;95000.0;monthly;0.05;1.0138;1.0;0.0;5068.8;7603.2;0.0;84324.31;83901.91;83798.34;93772.8;794.3134;790.3345;789.3589;20150901;106.16
195002465;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140301;20140301;20140301;0;240;20140301;Single;200000.0;194000.0;monthly;0.05;1.0138;1.0210527;0.0;10351.2;15526.8;0.0;172199.01;171336.41;171124.92;191497.2;1622.0706;1613.9451;1611.9529;20150901;106.16
195002466;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;0;240;20140201;Single;170000.0;161500.0;semi-annually;0.05;1.0138;1.0;0.0;8617.2;12925.8;0.0;145099.03;145099.03;144920.3;159418.2;1366.7957;1366.7957;1365.1121;20150901;106.16
195002467;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140401;20140401;20140401;0;300;20140401;Single;350000.0;332500.0;monthly;0.04;1.0275;1.0;0.0;14384.4;20377.9;0.0;301669.27;300470.57;300109.1;339232.1;2841.6472;2830.3558;2826.9508;20150901;106.16
195002468;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;0;228;20140201;Single;43633.0;41451.35;quarterly;0.05263158;1.0109;1.0;0.0;2321.6;3482.4;0.0;37096.38;37096.38;37050.39;40628.0;349.4384;349.4384;349.0052;20150901;106.16
195002469;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140401;20140401;20140401;0;240;20140401;Single;58000.0;55100.0;monthly;0.05;1.0138;1.0;0.0;2940.0;4165.0;0.0;49248.46;49003.47;48943.04;54635.0;463.9079;461.6001;461.0309;20150901;106.16
195002470;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;0;228;20140201;Single;20202.0;19191.9;yearly;0.05263158;1.0109;1.0;0.0;1074.9;1074.9;0.0;17678.47;17678.47;17656.64;19348.2;166.5267;166.5267;166.321;20150901;106.16
195002471;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;0;228;20140201;Single;121212.0;115151.4;yearly;0.05263158;1.011;1.0;0.0;6449.7;6449.7;0.0;106070.61;106070.61;105939.58;116094.6;999.158;999.158;997.9237;20150901;106.16
195002472;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140301;20140301;20140301;0;240;20140301;Single;80000.0;76000.0;yearly;0.05;1.0138;1.0;0.0;4055.2;4055.2;0.0;69050.65;69050.65;68965.71;77048.8;650.4394;650.4394;649.6393;20150901;106.16
195002476;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;0;240;20140201;Single;75505.0;71729.75;monthly;0.05;1.0137;1.0;0.0;3826.8;6059.1;0.0;64513.28;64194.38;64115.27;70476.9;607.6986;604.6946;603.9494;20150901;106.16
195002477;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20140201;20140201;20140201;0;300;20140201;Single;34580.0;32851.0;yearly;0.04;1.0275;1.0;0.0;1421.2;1421.2;0.0;30696.23;30696.23;30659.43;34108.8;289.1506;289.1506;288.804;20150901;106.16
