PolicyIdentifier;ProductName;InitialCharge;AccountName;Currency;IssueDate;NBDate;InvestmentDate;DeferralPeriod;Duration;AnnuityCommencementDate;PremiumPaymentMode;Premium;AmountInvested;WithdrawalMode;ConversionRate;InvestmentProtection;BenefitIncreaseFactor;WithdrawalModeDiscount;Guarantee;AccumulatedWithdrawalAmount;PerformanceBonusAmount;AccountValueBeforeBefore;AccountValueAfterBefore;AccountValue;BaseCapital;FundUnitsBeforeBefore;FundUnitsAfterBefore;FundUnits;NavDate;Nav
195001930;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130501;20130501;20130501;24;300;20150501;Single;100000.0;95000.0;monthly;0.04347826;1.0383;1.0;0.0;4514.4;1504.8;0.0;90502.87;90126.67;90017.74;102326.4;852.5138;848.9701;847.944;20150901;106.16
195001931;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;0;240;20130601;Single;100000.0;95000.0;quarterly;0.05;0.7779;1.0;0.0;3889.6;30528.8;0.0;62583.31;61610.9;61534.43;69040.4;589.5187;580.3589;579.6386;20150901;106.16
195001933;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;0;264;20130601;Single;250000.0;237500.0;monthly;0.045454547;1.0193;1.0;0.0;11582.4;26060.4;0.0;204047.69;203082.5;202833.55;228752.4;1922.077;1912.9851;1910.6401;20150901;106.16
195001935;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;0;300;20130701;Single;150000.0;142500.0;monthly;0.04;1.0274;1.0;0.0;6164.4;13356.2;0.0;127133.22;126619.53;126466.94;140753.8;1197.5624;1192.7235;1191.2862;20150901;106.16
195001937;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;0;240;20130701;Single;122477.0;116353.15;monthly;0.05;1.0137;1.0;0.0;6207.6;13449.8;0.0;101356.61;100839.31;100714.55;110702.2;954.7533;949.8805;948.7053;20150901;106.16
195001938;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130501;20130501;20130501;108;228;20220501;Single;50000.0;47500.0;yearly;0.1;1.0231;1.0;0.0;5115.5;0.0;0.0;45610.76;45610.76;45548.57;51155.0;429.6417;429.6417;429.0559;20150901;106.16
195001940;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130501;20130501;20130501;0;240;20130501;Single;40404.0;38383.8;quarterly;0.05;1.0138;1.0;0.0;2048.0;4608.0;0.0;32506.58;32506.58;32466.24;36352.0;306.2037;306.2037;305.8237;20150901;106.16
195001941;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;36;276;20160601;Single;150000.0;142500.0;monthly;0.05;1.0352;1.0;0.0;7764.0;0.0;0.0;136999.79;136999.79;136831.96;155280.0;1290.5029;1290.5029;1288.922;20150901;106.16
195001942;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;0;228;20130601;Single;201067.0;191013.65;monthly;0.05263158;1.0109;1.0;0.0;10698.0;24070.5;0.0;161108.63;160217.13;160016.83;179191.5;1517.602;1509.2043;1507.3175;20150901;106.16
195001943;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130501;20130501;20130501;0;240;20130501;Single;50000.0;47500.0;quarterly;0.05;1.0138;1.0;0.0;2534.4;5702.4;0.0;40226.95;40226.95;40177.04;44985.6;378.9276;378.9276;378.4574;20150901;106.16
195001944;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;0;228;20130601;Single;126263.0;119949.85;monthly;0.05263158;1.0109;1.0;0.0;6717.6;15114.6;0.0;101171.35;100611.55;100485.76;112519.8;953.0082;947.735;946.5501;20150901;106.16
195001947;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;0;300;20130601;Single;191919.0;182323.05;monthly;0.04;1.0275;1.0;0.0;7887.6;17747.1;0.0;158821.1;158163.8;157972.74;179442.9;1496.0541;1489.8625;1488.0627;20150901;106.16
195001948;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;0;240;20130601;Single;100000.0;95000.0;quarterly;0.05;1.0138;1.0;0.0;5068.8;11404.8;0.0;81543.5;80276.3;80176.67;89971.2;768.1189;756.1822;755.2437;20150901;106.16
195001949;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;12;228;20140601;Single;213145.0;202487.75;monthly;0.055555556;1.0134;1.0;0.0;12000.0;15000.0;0.0;181003.86;180003.87;179778.86;201000.0;1705.01;1695.5903;1693.4708;20150901;106.16
195001950;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;0;240;20130601;Single;500000.0;475000.0;monthly;0.05;1.0138;1.0;0.0;25344.0;57024.0;0.0;403366.43;401254.43;400756.38;449856.0;3799.6084;3779.7139;3775.0224;20150901;106.16
195001951;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;0;228;20130601;Single;80808.0;76767.6;yearly;0.05263158;1.011;1.0;0.0;4299.8;8599.6;0.0;65507.07;65507.07;65425.36;73096.6;617.0598;617.0598;616.2901;20150901;106.16
195001952;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130801;20130801;20130801;60;240;20180801;Single;150000.0;142500.0;monthly;0.06666667;1.0274;1.0;0.0;10274.4;0.0;0.0;138801.76;138801.76;138625.71;154116.0;1307.477;1307.477;1305.8187;20150901;106.16
195001953;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;0;240;20130601;Single;200000.0;190000.0;quarterly;0.05;1.0138;1.0;0.0;10138.0;22810.5;0.0;163086.21;160551.71;160352.44;179949.5;1536.2303;1512.356;1510.4789;20150901;106.16
195001955;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;0;228;20130701;Single;120000.0;114000.0;monthly;0.05263158;1.011;1.0;0.0;6385.2;13834.6;0.0;98674.51;98142.41;98020.14;107484.2;929.4886;924.4764;923.3246;20150901;106.16
195001957;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;48;228;20170601;Single;20000.0;19000.0;quarterly;0.06666667;1.0206;1.0;0.0;1360.8;0.0;0.0;18245.28;18245.28;18222.12;20412.0;171.8659;171.8659;171.6477;20150901;106.16
195001958;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;0;228;20130601;Single;353535.0;335858.25;monthly;0.05263158;1.011;1.0;0.0;18811.2;42325.2;0.0;283274.31;281706.71;281354.5;315087.6;2668.3714;2653.605;2650.2873;20150901;106.16
195001960;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;0;228;20130601;Single;20202.0;19191.9;yearly;0.05263158;1.0109;1.0;0.0;1074.9;2149.8;0.0;16376.89;16376.89;16356.45;18273.3;154.2661;154.2661;154.0736;20150901;106.16
195001961;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;24;228;20150601;Single;50505.0;47979.75;monthly;0.05882353;1.0155;1.0;0.0;3016.8;754.2;0.0;45606.2;45354.8;45298.12;50531.4;429.5987;427.2306;426.6967;20150901;106.16
195001962;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;0;228;20130601;Single;204321.0;194104.95;monthly;0.05263158;1.011;1.0;0.0;10872.0;24462.0;0.0;163714.04;162808.04;162604.49;182106.0;1542.1443;1533.61;1531.6926;20150901;106.16
195001963;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;0;300;20130701;Single;130000.0;123500.0;monthly;0.04;1.0274;1.0;0.0;5342.4;11575.2;0.0;110182.31;109737.1;109604.85;121984.8;1037.8891;1033.6954;1032.4496;20150901;106.16
195001964;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;36;240;20160601;Single;50000.0;47500.0;monthly;0.05882353;1.0216;1.0;0.0;3004.8;0.0;0.0;45639.27;45639.27;45582.31;51081.6;429.9102;429.9102;429.3737;20150901;106.16
195001966;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;24;228;20150601;Single;80000.0;76000.0;monthly;0.05882353;1.0157;1.0;0.0;4779.6;1194.9;0.0;72240.04;71841.74;71751.97;80058.3;680.4827;676.7308;675.8852;20150901;106.16
195001967;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;0;228;20130601;Single;88837.0;84395.15;quarterly;0.05263158;1.0109;1.0;0.0;4726.8;10635.3;0.0;71993.52;70811.82;70723.29;79173.9;678.1605;667.0292;666.1953;20150901;106.16
195001968;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;0;228;20130601;Single;181575.0;172496.25;monthly;0.05263158;1.0109;1.0;0.0;9661.2;21737.7;0.0;145489.65;144684.55;144503.65;161825.1;1370.4752;1362.8914;1361.1874;20150901;106.16
195001969;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;120;228;20230601;Single;20000.0;19000.0;yearly;0.11111111;0.5818;1.0;0.0;1293.0;8000.0;0.0;10343.67;10343.67;10329.24;11637.0;97.4347;97.4347;97.2988;20150901;106.16
195001972;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130901;20130901;20130901;24;240;20150901;Single;100000.0;95000.0;yearly;0.055555556;1.0193;1.0;0.0;5662.7;0.0;0.0;92897.88;92897.88;92783.08;101928.6;875.0742;875.0742;873.9928;20150901;106.16
195001974;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;0;228;20130601;Single;325000.0;308750.0;monthly;0.05263158;1.011;1.0;0.0;17293.2;38909.7;0.0;260409.63;258968.53;258644.75;289661.1;2452.992;2439.4172;2436.3673;20150901;106.16
195001975;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;0;228;20130601;Single;128337.0;121920.15;semi-annually;0.05263158;1.011;1.0;0.0;6828.8;13657.6;0.0;104081.08;104081.08;103951.25;116089.6;980.4171;980.4171;979.1941;20150901;106.16
195001977;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;60;228;20180601;Single;45455.0;43182.25;yearly;0.071428575;1.0231;1.0;0.0;3321.7;0.0;0.0;41451.92;41451.92;41398.72;46503.8;390.4665;390.4665;389.9653;20150901;106.16
195001978;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;276;300;20360601;Single;30000.0;28500.0;yearly;0.5;1.055;1.0;0.0;15825.0;0.0;0.0;26463.39;26463.39;26395.18;31650.0;249.2784;249.2784;248.6358;20150901;106.16
195001979;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;0;240;20130601;Single;250000.0;237500.0;monthly;0.05;1.0138;1.0;0.0;12672.0;28512.0;0.0;201683.21;200627.22;200378.2;224928.0;1899.8042;1889.857;1887.5113;20150901;106.16
195001980;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;0;240;20130601;Single;250000.0;237500.0;monthly;0.05;1.0138;1.0;0.0;12672.0;28512.0;0.0;201683.21;200627.22;200378.2;224928.0;1899.8042;1889.857;1887.5113;20150901;106.16
195001981;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;0;240;20130701;Single;110000.0;104500.0;monthly;0.05;1.0137;1.0;0.0;5575.2;12079.6;0.0;91031.26;90566.66;90454.62;99424.4;857.4911;853.1147;852.0593;20150901;106.16
195001982;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;0;228;20130601;Single;100000.0;95000.0;semi-annually;0.05263158;1.011;1.0;0.0;5321.0;10642.0;0.0;81099.79;81099.79;80998.63;90457.0;763.9392;763.9392;762.9863;20150901;106.16
195001983;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;12;240;20140601;Single;54010.0;51309.5;monthly;0.05263158;1.0161;1.0;0.0;2888.4;3610.5;0.0;46048.27;45807.57;45750.72;51269.1;433.7629;431.4956;430.9601;20150901;106.16
195001984;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;0;240;20130701;Single;40000.0;38000.0;monthly;0.05;1.0134;1.0;0.0;2026.8;4391.4;0.0;33103.4;32934.49;32893.74;36144.6;311.8255;310.2345;309.8506;20150901;106.16
195001986;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;0;240;20130701;Single;150000.0;142500.0;quarterly;0.05;1.0138;1.0;0.0;7603.2;15206.4;0.0;124749.59;124749.59;124595.44;136857.6;1175.1092;1175.1092;1173.6571;20150901;106.16
195001987;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;48;228;20170601;Single;105818.0;100527.1;monthly;0.06666667;1.0206;1.0;0.0;7200.0;0.0;0.0;96533.94;96533.94;96411.37;108000.0;909.325;909.325;908.1704;20150901;106.16
195001988;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130801;20130801;20130801;0;240;20130801;Single;100000.0;95000.0;yearly;0.05;1.0138;1.0;0.0;5069.0;10138.0;0.0;82764.41;82764.41;82662.07;91242.0;779.6195;779.6195;778.6555;20150901;106.16
195001989;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;48;228;20170701;Single;100000.0;95000.0;yearly;0.06666667;1.0207;1.0;0.0;6804.6;0.0;0.0;92897.11;92897.11;92779.47;102069.0;875.067;875.067;873.9588;20150901;106.16
195001992;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;24;240;20150701;Single;200000.0;190000.0;monthly;0.055555556;1.0192;1.0;0.0;11324.4;1887.4;0.0;185019.35;184075.65;183847.92;201951.8;1742.8349;1733.9455;1731.8003;20150901;106.16
195001993;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;48;228;20170701;Single;75000.0;71250.0;monthly;0.06666667;1.0205;1.0;0.0;5102.4;0.0;0.0;69672.84;69672.84;69584.6;76536.0;656.3003;656.3003;655.4691;20150901;106.16
195001994;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;0;228;20130701;Single;264230.0;251018.5;monthly;0.05263158;1.011;1.0;0.0;14059.2;30461.6;0.0;217274.5;216102.89;215833.64;236663.2;2046.6701;2035.6339;2033.0976;20150901;106.16
195001995;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;0;240;20130601;Single;129485.0;123010.75;monthly;0.05;1.0137;1.0;0.0;6562.8;14766.3;0.0;104460.96;103914.06;103785.07;116489.7;983.9955;978.8438;977.6288;20150901;106.16
195001996;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;60;228;20180601;Single;25253.0;23990.35;yearly;0.071428575;1.0231;1.0;0.0;1845.4;0.0;0.0;23029.0;23029.0;22999.45;25835.6;216.9273;216.9273;216.6489;20150901;106.16
195001997;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;0;228;20130601;Single;80808.0;76767.6;monthly;0.05263158;1.0109;1.0;0.0;4299.6;9674.1;0.0;64748.62;64390.32;64309.82;72018.3;609.9154;606.5403;605.782;20150901;106.16
195001999;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;0;228;20130701;Single;46152.0;43844.4;monthly;0.05263158;1.0108;1.0;0.0;2455.2;5319.6;0.0;37951.34;37746.74;37699.71;41329.2;357.4919;355.5646;355.1216;20150901;106.16
195002000;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;60;240;20180701;Single;101010.0;95959.5;yearly;0.06666667;1.0275;1.0;0.0;6919.1;0.0;0.0;93832.46;93832.46;93713.5;103786.5;883.8777;883.8777;882.7572;20150901;106.16
195002001;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;0;240;20130701;Single;207071.0;196717.45;monthly;0.05;1.0138;1.0;0.0;10496.4;22742.2;0.0;171360.36;170485.67;170274.74;187185.8;1614.1707;1605.9313;1603.9444;20150901;106.16
195002002;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;0;228;20130601;Single;100000.0;95000.0;monthly;0.05263158;1.011;1.0;0.0;5320.8;11971.8;0.0;80126.48;79683.08;79583.46;89123.4;754.7709;750.5942;749.6558;20150901;106.16
195002003;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130601;20130601;20130601;24;240;20150601;Single;222601.0;211470.95;monthly;0.055555556;1.0193;1.0;0.0;12604.8;3151.2;0.0;201168.93;200118.53;199870.23;223735.2;1894.9598;1885.0653;1882.7264;20150901;106.16
195002004;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;0;240;20130701;Single;120000.0;114000.0;monthly;0.05;1.0138;1.0;0.0;6082.8;13179.4;0.0;99305.17;98798.27;98676.03;108476.6;935.4293;930.6544;929.5029;20150901;106.16
195002005;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;0;228;20130701;Single;118146.0;112238.7;monthly;0.05263158;1.0108;1.0;0.0;6285.6;13618.8;0.0;97152.1;96628.3;96507.91;105807.6;915.1479;910.2138;909.0798;20150901;106.16
195002006;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;0;240;20130701;Single;103030.0;97878.5;monthly;0.05;1.0138;1.0;0.0;5222.4;11315.2;0.0;85262.26;84827.05;84722.09;93132.8;803.1486;799.0491;798.0604;20150901;106.16
195002007;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;0;240;20130701;Single;600000.0;570000.0;monthly;0.05;1.0138;1.0;0.0;30414.0;65897.0;0.0;496526.2;493991.71;493380.51;542383.0;4677.1496;4653.2753;4647.518;20150901;106.16
195002009;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;0;228;20130701;Single;112760.0;107122.0;monthly;0.05263158;1.011;1.0;0.0;6000.0;13000.0;0.0;92721.06;92221.05;92106.15;101000.0;873.4086;868.6987;867.6163;20150901;106.16
195002011;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130801;20130801;20130801;24;300;20150801;Single;225000.0;213750.0;monthly;0.04347826;1.0385;1.0;0.0;10159.2;846.6;0.0;208521.69;207675.09;207424.71;232815.0;1964.2209;1956.2461;1953.8876;20150901;106.16
195002012;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;0;228;20130701;Single;351756.0;334168.2;monthly;0.05263158;1.011;1.0;0.0;18716.4;40552.2;0.0;289245.69;287685.99;287327.54;315059.4;2724.6203;2709.9283;2706.5518;20150901;106.16
195002013;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;60;240;20180701;Single;40565.0;38536.75;monthly;0.06666667;1.0272;1.0;0.0;2778.0;0.0;0.0;37682.99;37682.99;37635.22;41670.0;354.9641;354.9641;354.5141;20150901;106.16
195002014;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;0;228;20130701;Single;120000.0;114000.0;monthly;0.05263158;1.011;1.0;0.0;6385.2;13834.6;0.0;98674.51;98142.41;98020.14;107484.2;929.4886;924.4764;923.3246;20150901;106.16
195002015;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;0;300;20130701;Single;60000.0;57000.0;monthly;0.04;0.8975;1.0;0.0;2154.0;12109.0;0.0;44426.53;44247.03;44193.71;49183.0;418.4865;416.7957;416.2934;20150901;106.16
195002016;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;60;228;20180701;Single;94949.0;90201.55;monthly;0.071428575;1.0231;1.0;0.0;6938.4;0.0;0.0;88174.67;88174.67;88061.8;97137.6;830.5828;830.5828;829.5196;20150901;106.16
195002017;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130801;20130801;20130801;60;240;20180801;Single;500000.0;475000.0;yearly;0.06666667;1.0275;1.0;0.0;34250.0;0.0;0.0;462672.44;462672.44;462085.58;513750.0;4358.2558;4358.2558;4352.7278;20150901;106.16
195002018;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;60;300;20180701;Single;100000.0;95000.0;monthly;0.05;1.0548;1.0;0.0;5274.0;0.0;0.0;92993.84;92993.84;92879.9;105480.0;875.9781;875.9781;874.9049;20150901;106.16
195002019;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;120;276;20230701;Single;100798.0;95758.1;yearly;0.07692308;1.044;1.0;0.0;8094.8;0.0;0.0;93560.34;93560.34;93438.74;105232.4;881.3144;881.3144;880.169;20150901;106.16
195002022;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130801;20130801;20130801;24;228;20150801;Single;50000.0;47500.0;yearly;0.05882353;1.0158;1.0;0.0;2987.6;0.0;0.0;46293.75;46293.75;46236.13;50789.2;436.0753;436.0753;435.5325;20150901;106.16
195002023;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;0;228;20130701;Single;75758.0;71970.1;monthly;0.05263158;1.0109;1.0;0.0;4030.8;8733.4;0.0;62295.51;61959.6;61882.41;67851.8;586.8077;583.6436;582.9164;20150901;106.16
195002024;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;0;240;20130701;Single;99958.0;94960.1;semi-annually;0.05;1.0138;1.0;0.0;5066.8;10133.6;0.0;83102.1;83102.1;82999.4;91202.4;782.8005;782.8005;781.8331;20150901;106.16
195002025;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;0;240;20130701;Single;100819.0;95778.05;quarterly;0.05;1.0138;1.0;0.0;5110.4;10220.8;0.0;83847.37;83847.37;83743.75;91987.2;789.8207;789.8207;788.8447;20150901;106.16
195002027;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;120;300;20230701;Single;300000.0;285000.0;yearly;0.06666667;1.055;1.0;0.0;21100.0;0.0;0.0;278647.81;278647.81;278293.2;316500.0;2624.791;2624.791;2621.4506;20150901;106.16
195002028;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;120;300;20230701;Single;20202.0;19191.9;yearly;0.06666667;1.0549;1.0;0.0;1420.8;0.0;0.0;18764.14;18764.14;18740.27;21312.0;176.7534;176.7534;176.5285;20150901;106.16
195002029;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;0;300;20130701;Single;118025.0;112123.75;monthly;0.04;1.0274;1.0;0.0;4850.4;10509.2;0.0;100032.52;99628.31;99508.26;110750.8;942.2807;938.4732;937.3423;20150901;106.16
195002030;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;24;228;20150701;Single;70707.0;67171.65;quarterly;0.05882353;1.0158;1.0;0.0;4224.8;0.0;0.0;65721.82;65721.82;65640.04;71821.6;619.0827;619.0827;618.3124;20150901;106.16
195002032;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;120;300;20230701;Single;200000.0;190000.0;monthly;0.06666667;1.055;1.0;0.0;14066.4;0.0;0.0;185765.24;185765.24;185528.83;210996.0;1749.861;1749.861;1747.634;20150901;106.16
195002033;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;0;240;20130701;Single;167208.0;158847.6;monthly;0.05;1.0138;1.0;0.0;8475.6;18363.8;0.0;138372.27;137665.96;137495.64;151148.2;1303.4313;1296.7781;1295.1737;20150901;106.16
195002035;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;0;228;20130701;Single;36964.0;35115.8;monthly;0.05263158;1.011;1.0;0.0;1966.8;4261.4;0.0;30395.16;30231.26;30193.59;33107.8;286.3146;284.7707;284.4159;20150901;106.16
195002036;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;48;252;20170701;Single;35542.0;33764.9;monthly;0.05882353;1.0291;1.0;0.0;2151.6;0.0;0.0;33034.72;33034.72;32993.56;36577.2;311.1786;311.1786;310.7909;20150901;106.16
195002037;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;0;240;20130701;Single;400000.0;380000.0;monthly;0.05;1.0138;1.0;0.0;20275.2;43929.6;0.0;331019.13;329329.53;328922.08;361574.4;3118.1154;3102.1998;3098.3617;20150901;106.16
195002038;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130901;20130901;20130901;180;240;20280901;Single;27000.0;25650.0;yearly;0.2;1.0275;1.0;0.0;5548.5;0.0;0.0;24848.06;24848.06;24807.28;27742.5;234.0624;234.0624;233.6782;20150901;106.16
195002039;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;60;240;20180701;Single;100000.0;95000.0;monthly;0.06666667;1.0274;1.0;0.0;6849.6;0.0;0.0;92894.21;92894.21;92776.45;102744.0;875.0397;875.0397;873.9304;20150901;106.16
195002040;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;0;228;20130701;Single;96970.0;92121.5;monthly;0.05263158;1.0108;1.0;0.0;5158.8;11177.4;0.0;79739.26;79309.37;79210.54;86839.8;751.1234;747.0739;746.143;20150901;106.16
195002041;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;0;228;20130701;Single;140000.0;133000.0;monthly;0.05263158;1.0109;1.0;0.0;7448.4;16138.2;0.0;115122.34;114501.64;114358.98;125381.4;1084.4229;1078.5761;1077.2323;20150901;106.16
195002042;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;0;228;20130701;Single;90055.0;85552.25;monthly;0.05263158;1.0109;1.0;0.0;4791.6;10381.8;0.0;74052.28;73652.98;73561.22;80658.6;697.5535;693.7922;692.9278;20150901;106.16
195002043;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;48;300;20170701;Single;131500.0;124925.0;monthly;0.04761905;1.0494;1.0;0.0;6571.2;0.0;0.0;122309.84;122309.84;122160.91;137995.2;1152.1274;1152.1274;1150.7245;20150901;106.16
195002044;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;0;228;20130701;Single;157869.0;149975.55;monthly;0.05263158;1.011;1.0;0.0;8400.0;18200.0;0.0;129814.15;129114.15;128953.27;141400.0;1222.816;1216.2222;1214.7068;20150901;106.16
195002045;RVATAp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130801;20130801;20130801;60;300;20180801;Single;100000.0;95000.0;quarterly;0.05;1.055;1.0;0.0;5274.8;0.0;0.0;92630.16;92630.16;92516.64;105496.0;872.5524;872.5524;871.483;20150901;106.16
195002046;RVATp_13;0.05;BFI Swiss TargetVol 5%;CHF;20130701;20130701;20130701;0;252;20130701;Single;600000.0;570000.0;yearly;0.04761905;0.9903;1.0;0.0;28293.9;71587.8;0.0;488300.48;488300.48;487700.75;537584.1;4599.6654;4599.6654;4594.0161;20150901;106.16
