TIME;Swap_output;TIME;ZCB_Yield;Log_ZCB_Yield;INV_ZCB_Yield;TIME;ZCR_YC;Forward_YC;Fwd_ZCB_YC
17.5;0.007641771839;3.666666667;0.9960020391;0.004005974081;1.004014009;3.666666667;0.001093135423;0.001049492518;1.000087462
18;0.007778978636;3.75;0.9959149349;0.004093431791;1.004101821;3.75;0.001092177803;0.00105080386;1.000087571
18.5;0.007906624268;3.833333333;0.9958277294;0.004180998779;1.004189751;3.833333333;0.001091290358;0.001053503794;1.000087796
19;0.008026489318;3.916666667;0.9957403076;0.004268790762;1.004277915;3.916666667;0.001090498186;0.001057692602;1.000088145
19.5;0.008140354368;4;0.9956525458;0.004356931812;1.004366437;4;0.001089826383;0.001063471277;1.000088627
20;0.00825;4.083333333;0.9955643124;0.004445554418;1.004455451;4.083333333;0.001089300061;0.001070943058;1.000089249
20.5;0.008356950681;4.166666667;0.995475467;0.004534799673;1.004545097;4.166666667;0.001088944391;0.001080209253;1.000090021
21;0.008461706409;4.25;0.9953858609;0.004624817111;1.004635528;4.25;0.001088784557;0.001091370485;1.000090952
21.5;0.00856451107;4.333333333;0.9952953371;0.004715764651;1.004726901;4.333333333;0.001088845744;0.001104527377;1.000092048
22;0.008665608546;4.416666667;0.9952037304;0.004807808599;1.004819385;4.416666667;0.001089153135;0.001119780544;1.000093319
22.5;0.00876524272;4.5;0.9951108673;0.004901123645;1.004913154;4.5;0.001089731915;0.001137230599;1.000094774
23;0.008863657478;4.583333333;0.9950165659;0.004995892861;1.005008393;4.583333333;0.001090607268;0.001156978142;1.000096419
23.5;0.008961096701;4.666666667;0.9949206361;0.005092307707;1.005105296;4.666666667;0.001091804379;0.001179123773;1.000098265
24;0.009057804273;4.75;0.9948228797;0.005190568021;1.005204062;4.75;0.001093348432;0.001203768086;1.000100319
24.5;0.009154024078;4.833333333;0.99472309;0.005290882028;1.005304903;4.833333333;0.001095264612;0.001231011665;1.00010259
25;0.00925;4.916666667;0.9946210523;0.005393466334;1.005408037;4.916666667;0.001097578102;0.001260955089;1.000105085
25.5;0.00925;5;0.9945165434;0.005498545924;1.005513691;5;0.001100314087;0.001294509087;1.000107882
26;0.00925;5.083333333;0.994409265;0.005606421682;1.005622167;5.083333333;0.001103511047;0.001335121099;1.000111266
26.5;0.00925;5.166666667;0.9942986331;0.005717681773;1.005734059;5.166666667;0.001107260646;0.001383993939;1.000115339
27;0.00925;5.25;0.9941839644;0.005833014601;1.00585006;5.25;0.001111667845;0.001441546765;1.000120136
27.5;0.00925;5.333333333;0.9940645413;0.005953143498;1.005970899;5.333333333;0.001116837605;0.001508198672;1.000125691
28;0.00925;5.416666667;0.993939612;0.006078826721;1.00609734;5.416666667;0.001122874886;0.00158436868;1.000132039
28.5;0.00925;5.5;0.9938083901;0.006210857444;1.006230185;5.5;0.001129884647;0.001670479383;1.000139216
29;0.00925;5.583333333;0.993670055;0.00635006406;1.006370268;5.583333333;0.001137971905;0.001766964706;1.000147258
29.5;0.00925;5.666666667;0.9935237508;0.006497311119;1.006518464;5.666666667;0.001147241894;0.001874248231;1.0001562
30;0.00925;5.75;0.993368587;0.006653498471;1.006675682;5.75;0.001157799902;0.001992749854;1.000166076
30.5;0.00925;5.833333333;0.9932036395;0.006819560959;1.006842867;5.833333333;0.001169751219;0.002122889328;1.000176923
31;0.00925;5.916666667;0.9930279499;0.006996468403;1.007021001;5.916666667;0.001183201133;0.002265086243;1.000188775
31.5;0.00925;6;0.9928405264;0.00718522559;1.007211101;6;0.001198254933;0.002419767935;1.000201668
32;0.00925;6.083333333;0.992640343;0.007386872918;1.007414223;6.083333333;0.001215018017;0.002587386187;1.000215639
32.5;0.00925;6.166666667;0.9924263374;0.007602488433;1.007631461;6.166666667;0.001233596217;0.002768370307;1.000230724
33;0.00925;6.25;0.9921974135;0.007833185959;1.007863946;6.25;0.001254095474;0.002963141657;1.000246959
33.5;0.00925;6.333333333;0.9919524419;0.00808011443;1.008112847;6.333333333;0.00127662173;0.003172121344;1.000264378
34;0.00925;6.416666667;0.9916902605;0.008344457876;1.00837937;6.416666667;0.001301280926;0.003395730196;1.000283018
34.5;0.00925;6.5;0.9914096741;0.008627435392;1.008664759;6.5;0.001328179002;0.003634408773;1.000302913
35;0.00925;6.583333333;0.9911094539;0.00893030279;1.008970297;6.583333333;0.001357422154;0.003888659442;1.000324107
35.5;0.00925;6.666666667;0.990788332;0.009254357743;1.009297312;6.666666667;0.001389117593;0.004158927657;1.000346637
36;0.00925;6.75;0.9904450068;0.009600935048;1.009647172;6.75;0.001423372783;0.004445638971;1.000370539
36.5;0.00925;6.833333333;0.9900781447;0.009971404962;1.010021285;6.833333333;0.001460295189;0.004749218539;1.000395847
37;0.00925;6.916666667;0.9896863807;0.01036717317;1.010421099;6.916666667;0.001499992275;0.005070091087;1.000422597
37.5;0.00925;7;0.9892683191;0.01078968076;1.010848099;7;0.001542571508;0.005405320586;1.000450545
38;0.00925;7.083333333;0.98882281;0.01124012415;1.011303532;7.083333333;0.001588100754;0.005741574678;1.000478579
38.5;0.00925;7.166666667;0.9883498065;0.0117185887;1.01178752;7.166666667;0.001636489502;0.00607505062;1.000506382
39;0.00925;7.25;0.9878495769;0.01222484292;1.012299872;7.25;0.00168760764;0.006405227512;1.000533911
39.5;0.00925;7.333333333;0.9873224342;0.01275861188;1.01284035;7.333333333;0.00174132506;0.006731584782;1.000561123
40;0.00925;7.416666667;0.9867687358;0.01331957728;1.013408678;7.416666667;0.001797511651;0.007053602186;1.000587973
40.5;0.00925;7.5;0.9861888834;0.01390737746;1.014004535;7.5;0.001856037304;0.007370748889;1.000614418
41;0.00925;7.583333333;0.9855833235;0.01452160654;1.014627557;7.583333333;0.001916771789;0.00768246065;1.00064041
41.5;0.00925;7.666666667;0.98495255;0.01516181159;1.015277335;7.666666667;0.001979584394;0.007988204686;1.000665905
