TIME,DURATION_MONTH_BL_CH,IND_CONTRACT_PERIOD_BL_CH,IND_DEFERAL_PERIOD_BL_CH,IND_RATCHET_MONTH_BL_CH,IND_COUPON_DATE_BL_CH,IND_BONUS_VALUATION_DATE_BL_CH,IND_BONUS_PAYMENT_DATE_BL_CH,FUND_RETURN,DISCOUNT_FACTOR,YEAR_BL_CH,MONTH_BL_CH,DURATION_YEAR_BL_CH,DATE_YEAR_BL_CH,DATE_MONTH_BL_CH,ACCOUNT_VALUE_END_BL_CH,ACCOUNT_VALUE_BEF_COUPON_BL_CH,SURVIVAL_INDEX_STEP_BL_CH,SURVIVAL_INDEX_BL_CH,CLAIMS_WB_BL_CH,BASIS_KAPITAL_BL_CH,COUPON_VALUE_BL_CH,ADD_COUPON_RATCHET_BL_CH,PERFORMANCE_BONUS_VAL_BL_CH,BONUS_VAL_BL_CH,FUND_FEES_VAL_BL_CH,DYNAMIC_LAPSE_CH,ITM_VAL_BL_CH,LAPSE_VAL_BL_CH,HEDGE_COST_FEES_BL_CH,FIXED_CHARGE_VALUE_BL_CH,
0,11,1,1,1,0,0,0,0,1,0,0,0,0,0,94542.7661,0,1,1,0,96991.2,808.25,0,0,0,0,0,0,0,457.233900000007,0,
1,0,1,0,0,1,0,1,-7.6161557851343e-005,0.999876525945766,1,1,0,2015,9,93389.3720896837,94258.5636134355,0.99831785744726,0.99831785744726,0,96021.156566957,806.890408281748,0,0,0,118.178457625,0.00168214255273957,0.974756123235922,158.823504589716,62.3011154701025,0,
2,1,1,0,0,1,0,1,-4.63985199755357e-005,0.999828058545763,1,2,0,2015,10,92244.3413099301,93111.4116658955,0.99831785744726,0.996638544498089,0,95054.1021899419,805.53310359058,0,0,0,116.736715112105,0.00168214255273957,0.972591618645646,156.890580029647,61.53725237487,0,
3,2,1,0,0,1,0,1,1.71982791284542e-005,0.999988459094407,1,3,0,2015,11,91110.6864266462,91975.6454869955,0.99831785744726,0.994962056392688,0,94090.0295577563,804.17808207939,0,0,0,115.305426637413,0.00168214255273957,0.970440403777659,154.976840227,60.7809782699441,0,
4,3,1,0,0,1,0,1,0.000100744998413798,1.00027713271093,1,4,0,2015,12,89990.0332704096,90852.8919880826,0.99831785744726,0.993288388379269,0,93128.9313753411,802.825339907544,0,0,0,113.888358033308,0.00168214255273957,0.968335187637695,153.085026489852,60.03337776545,0,
5,4,1,0,0,1,0,1,-7.22897848962956e-006,1.0006230020257,1,5,0,2016,1,88864.9517466075,89725.7094428948,0.99831785744726,0.991617535714034,0,92170.8003637427,801.474873240868,0,0,0,112.487541588012,0.00168214255273957,0.96629513451324,151.185749911935,59.282823046436,0,
6,5,1,0,0,1,0,1,8.32907182581399e-005,1.00107968714508,1,6,0,2016,2,87753.2951670971,88611.9630696096,0.99831785744726,0.989949493661166,0,91215.6292600791,800.126678251638,0,0,0,111.081189683259,0.00168214255273957,0.964133450028763,149.309112973623,58.5412242609053,0,
7,6,1,0,0,1,0,1,-8.63671479723327e-005,1.00164049901117,1,7,0,2016,3,86632.0342908092,87488.6082602672,0.99831785744726,0.988284257492816,0,90263.4108175072,798.780751118568,0,0,0,109.691618958871,0.00168214255273957,0.962042315323945,147.416286042277,57.7932183394324,0,
8,7,1,0,0,1,0,1,-0.000148774526319395,1.00220734617508,1,8,0,2016,4,85510.8496652752,86365.3320165877,0.99831785744726,0.986621822489085,0,89314.1378051889,797.437088026803,0,0,0,108.290042863511,0.00168214255273957,0.959769119139095,145.52359149226,57.0452632857073,0,
9,8,1,0,0,1,0,1,0.000104773001572778,1.00273528214589,1,9,0,2016,5,84416.8325066096,85269.2436237366,0.99831785744726,0.984962183938014,0,88367.8030082577,796.0956851679,0,0,0,106.888562081594,0.00168214255273957,0.957416728937031,143.676707843506,56.3154319590458,0,
10,9,1,0,0,1,0,1,-4.92464545492943e-005,1.00333419946948,1,10,0,2016,6,83315.0006585262,84165.3375846299,0.99831785744726,0.983305337135573,0,87424.3992277855,794.756538739827,0,0,0,105.521040633262,0.00168214255273957,0.955289479118556,141.81665164121,55.5803873639267,0,
11,10,1,0,0,1,0,1,4.33805912330265e-005,1.00371957080323,1,11,0,2016,7,82226.2188651892,83074.4925587454,0.99831785744726,0.981651277385641,0,86483.9192807498,793.419644946944,0,0,0,104.143750823158,0.00168214255273957,0.9529948320428,139.978602944799,54.854048609199,0,
12,11,1,0,0,1,1,1,4.84531500796215e-005,1.00434059205937,1,12,0,2016,8,81143.0537258589,81989.2701826474,0.99831785744726,0.98,0,85546.356,792.085,0,0,0,102.782773581487,0.00168214255273957,0.950768877602101,138.150028283531,54.1314567884316,0,
13,0,1,0,0,1,0,1,1.83027892286747e-005,1.00479790180567,2,13,1,2016,9,80062.6207011763,80906.783988885,0.99831785744726,0.978351500298315,0,84611.7022342245,790.752600116113,0,0,0,101.428817157324,0.00168214255273957,0.94852729584249,136.326064026358,53.4106875925126,0,
14,1,1,0,0,1,0,1,8.39338384337807e-005,1.0053739691519,2,14,1,2016,10,78992.6233675118,79834.7426891957,0.99831785744726,0.976705773608126,0,83679.9508479178,789.422441518768,0,0,0,100.07827587647,0.00168214255273957,0.946235787569251,134.519699174674,52.696880165118,0,
15,2,1,0,0,1,0,1,-4.99099089410093e-005,1.0059463231294,2,15,1,2016,11,77917.1620004257,78757.2359484822,0.99831785744726,0.975062815264834,0,82751.0947213475,788.094520437802,0,0,0,98.7407792093898,0.00168214255273957,0.943985059349224,132.704125180984,51.9794276186962,0,
16,3,1,0,0,1,0,1,7.22143683626331e-005,1.00649574370236,2,16,1,2016,12,76856.4382427057,77694.4788825147,0.99831785744726,0.973422620611683,0,81825.1267505216,786.768833109393,0,0,0,97.3964525005321,0.00168214255273957,0.941584667402897,130.913404048879,51.2718066996036,0,
17,4,1,0,0,1,0,1,-5.61101506462358e-005,1.00697873567742,2,17,1,2017,1,75790.9342692066,76626.9406418267,0.99831785744726,0.971785184999753,0,80902.0398471552,785.44537577605,0,0,0,96.0705478033822,0.00168214255273957,0.939276739247041,129.1146267477,50.5609968440338,0,
18,5,1,0,0,1,0,1,3.2526804478501e-005,1.00752782698512,2,18,1,2017,2,74737.3426211656,75571.3248996889,0.99831785744726,0.970150503787943,0,79981.8269386382,784.124144686605,0,0,0,94.7386678365083,0.00168214255273957,0.936823526482092,127.335938581455,49.8581338366682,0,
19,6,1,0,0,1,0,1,4.4738350431972e-006,1.00787237293114,2,19,1,2017,3,73686.7306325745,74518.6930272648,0.99831785744726,0.968518572342959,0,79064.4809680027,782.805136096197,0,0,0,93.421678276457,0.00168214255273957,0.934429050720532,125.562278166823,49.1572585941124,0,
20,7,1,0,0,1,0,1,8.55342241162571e-006,1.00827554867893,2,20,1,2017,4,72641.5064632254,73471.4547871189,0.99831785744726,0.966889386039302,0,78149.9948938899,781.488346266266,0,0,0,92.1084132907181,0.00168214255273957,0.931982727647266,123.797705898117,48.4599776272351,0,
21,8,1,0,0,1,0,1,-6.96620917036816e-006,1.00905466009688,2,21,1,2017,5,71600.2196732413,72428.1587680369,0.99831785744726,0.965262940259253,0,77238.3616905179,780.173771464542,0,0,0,90.8018830790317,0.00168214255273957,0.929513899032958,122.039776180934,47.7653233310483,0,
22,9,1,0,0,1,0,1,1.54075804111464e-005,1.00990683051464,2,22,1,2017,6,70565.5929849683,71391.529504998,0.99831785744726,0.963639230392861,0,76329.5743476494,778.86140796503,0,0,0,89.5002745915517,0.00168214255273957,0.927003345308284,120.293079793841,47.0751120646887,0,
